ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.2133019558281015,189.68191627035745,21057.662214369117,8.114223820963126,230.5079610840553,426.2264620128202,9.954289552531217,57.31648698498284,3.1002318266387676,1
6.2720111256316535,188.0205643683354,25394.740903994672,8.153629794775993,383.47241955277093,358.88207932290874,13.81041019683487,72.15408705985098,2.741827508703815,0
7.52531583706452,172.13360349978214,11166.376304997882,7.899895501985942,326.5180796150882,420.5700206825403,8.61453707696172,72.36736336117526,4.332616293604385,0
7.65839530147385,217.13931714623334,18288.211025674704,7.528132843918741,294.0054528922558,400.7174494814814,11.138576314057588,72.96639141835534,4.153343282821332,0
5.6342753679423145,209.38584750819038,24974.91977227472,7.495391568587728,314.9509492943765,531.4065688717236,13.023234594675658,76.68444094530261,1.7754412011392264,0
6.088474345196378,136.37401206922328,20393.600890055564,7.333072539465796,392.2062472224602,416.4249994795172,12.312458584342497,49.232766877118536,2.6980653859171406,0
7.0894882822171,133.9389601904257,28804.00287246488,7.489116466505961,373.8744310395044,309.38008892953405,16.907630409479697,100.15503015891342,4.255188151601705,0
6.778630185359493,216.98737812823018,10544.45985087849,7.570435100397043,322.32459251967,459.89065891596215,11.048689530377786,66.05227238626647,3.927786178187861,0
6.988239189746998,167.3885428482186,9859.989392323201,5.314693401127143,261.6535521558432,562.8869946692231,4.120075021452198,75.89685461062118,3.599068281996263,0
6.402869250698494,212.08164620401297,24618.11909973631,6.051703424866914,265.8873241853016,515.7544711637,7.25690836267388,56.8759228103424,4.605678067410183,0
7.61557858240398,231.23726312436753,25194.843289596647,5.765294050621549,375.1818095954797,331.76530729717973,13.928727457995233,76.22978596783973,2.5569670323110056,0
7.544454354800264,149.16188650377762,18840.499959009,8.32857400918481,253.33545446073637,398.5017484539917,11.652786919972971,,3.4050083005122374,0
7.0462214882928516,143.5385098169526,22402.366400274346,8.984920124300334,322.9107307053415,417.5453458108173,9.053313072167612,50.2132976313778,4.5180371518662445,1
7.789068844877623,266.97726729581177,24471.24186578844,4.39714249550539,490.86432764279414,418.51609131514465,21.833805316357438,47.68811540858609,3.350704973540586,0
7.327256539576432,214.06283131849835,15116.820764889522,8.877777534245993,357.57365030220575,450.47694857430713,17.31500048554542,52.709293697934235,4.312546728544328,0
6.398495275981733,183.23037373306917,15758.909749704206,7.104065648237835,374.53495223970026,392.47191938776535,13.766291359426983,63.336910179867274,2.8537703331150936,0
7.258125548857749,162.64238189414945,21138.35707519182,8.215263782990442,266.33788368802027,346.7500935535344,14.933188969996808,59.57197947111459,3.176150546016406,0
6.328782179419701,179.58236604370882,25424.53375936232,7.607760585501875,256.36190062965335,496.14402692071457,12.939435955972064,49.186785183015125,2.2178021876505793,0
7.614915210915091,152.3771065554676,13004.258441852093,8.728474064319904,,330.1147134183924,8.984739021219013,69.00675371253448,1.9428734352095636,1
6.965051862309623,235.3364869636236,18812.314208389886,7.251690920028995,313.05888066630854,355.83067671672575,18.12288114556327,101.22281710426273,3.5240528511609024,1
6.870596345518318,168.92995385574716,18534.58020977337,5.3638546494245,400.41728889382046,329.6175184735098,17.405320324435728,67.00362382340793,4.450024028794516,0
6.523349318917241,243.7413835286507,22507.754630256586,6.873190139472148,338.5879942574711,468.9769948361742,6.090664867711953,68.07121916607693,3.8852013132743353,0
7.855778937071821,183.97484320919955,19947.809779946994,7.618787255328167,543.3817671330079,428.51770475318654,14.905730008463019,76.85885680500932,5.160284888846071,0
6.891829362551839,158.2659926553074,16724.698497182842,6.7408466781587695,301.6608110811991,490.68028957637193,15.34732890231025,82.95329548262978,3.6072005652123114,0
6.700170524485825,182.94793647944795,27491.394684544433,7.789278066583205,353.34789175136575,357.1845266995116,12.71307508457623,97.46455947865796,1.879860875154117,0
6.753506514658239,95.03332889994333,16764.45511027508,6.921163133631468,282.3512602447518,319.75895063720145,22.389061354525733,74.80082775217848,4.344194316545872,0
7.372616429887344,195.16925693303972,18247.421821871278,6.285388817062156,,384.48792356238187,21.954978665037775,69.94687162336534,2.92147187746071,0
7.255810845054855,193.19523235479366,10451.01418448226,5.696825940026151,362.43074363245717,405.40021705915376,12.489968139009855,50.16934853918595,4.1258806492489315,0
7.2889128281171915,232.9897098619187,15718.24473892463,6.529821540959986,278.3286087951403,436.7277046216052,13.10872315802362,84.79922587534536,1.7145180435706138,0
7.301574702105518,124.54780288066482,23096.4564580343,7.245485979640393,316.96290635319434,285.40866933698214,12.63891827436322,53.109671879146504,3.7249509588795324,0
8.499153320609324,246.47465443454192,21923.61173812916,4.648729834892859,418.3100864100316,458.298469062694,11.554670507810817,52.49001721599602,4.70269188015928,0
6.715509488530769,232.82397179990625,23597.101940394572,6.063908307141972,411.1025463223473,348.4609009368387,10.316957949758214,73.86268417639413,4.580479980289738,1
6.641430089649924,250.0817425479465,23305.89371567402,4.603969546270722,251.13626164406125,368.20674799060015,16.0274284467677,100.83050097218945,3.749258099784963,0
,197.8911449598345,32526.284217770924,6.259510175226352,308.0418213760677,513.8967624913134,21.845765746902245,84.52913983251457,3.9486683483667644,0
7.431185595802847,240.55587336411023,15512.84703531854,8.436777681144669,445.28380537781806,245.3442523637441,20.200327559581254,69.24934126852128,3.502813686567233,0
7.790280604904624,141.15023860372378,10283.45753939127,5.576660341925397,325.9693319583166,445.80016217335617,17.156707979627885,50.36820558488242,3.7017010575386946,1
6.920236779641588,228.52190260818134,13696.682023570856,7.8437916950335955,347.00535087295555,445.49829040539873,4.371552328125436,100.44226542130508,4.626773875775308,1
6.411890466126231,169.1534895160022,15778.08898501045,10.418590152774783,397.6159149996046,354.49720185193945,6.541802066430822,68.86840361944466,3.250111915644097,0
6.422863149016132,133.94392670308255,14154.038380298534,8.74424575750882,256.0702976220947,384.23965432671827,18.25665322598096,64.19587589802346,3.3481017467866376,0
7.455414951477291,155.03437927342557,20561.965085869124,7.160216056469454,279.6181501542361,517.6837441721027,20.477493791715283,81.10333892106401,2.420450920850235,0
7.5202779198424095,200.22124554517083,27515.929433342128,8.030121346955779,316.5780550070016,577.0338835176822,16.214938496091108,61.03898550521834,4.6466976559816136,0
7.380207987813637,167.02803167129588,29237.954437819488,5.3563806370758495,,505.1780693507565,12.77767873979897,54.93992368420328,3.680138291125262,0
6.534143204897914,215.042941267832,23025.851011079627,5.111902415907335,397.1859208951378,570.8697334208376,19.40920403758397,56.85812179225054,2.7370579839301543,0
7.162512926146704,127.67049779983931,32847.633292724095,7.034437730895273,379.1859820312259,364.6934460265961,17.014375087515646,56.80474792167598,4.822349281038741,0
7.081680066398509,114.91609825536554,17861.761660601485,7.478332676162093,327.65040307975386,293.593274683239,18.549781122933446,47.452658574705275,3.898956036154274,1
7.153082017710309,254.89549736574304,10204.885747985441,8.313285141099088,403.7741842607816,415.79027932216337,6.573723570953758,45.22154857217743,3.2032021375242103,1
7.610000144563733,236.15200517605737,26319.068407329018,6.317485430318422,,484.38869088845377,15.373359648126867,89.44059624274654,4.838112790053513,0
7.1565168841422775,158.0281265634477,8968.433649505625,7.232074581233975,370.6780807423445,271.61999151064697,21.09828458853344,83.37682261090278,3.6040558005131293,1
,199.88001426117842,15469.981863801175,7.19093386786357,390.72233852367634,345.8834520538826,16.109793721865458,53.54404280631911,2.3761278686493683,0
7.047305348642224,240.78028240805295,23120.673394536778,6.8423270733082395,437.80920405063875,354.76839255897005,17.792978926490633,87.76804717356131,4.904004821897397,0
7.202383579082989,216.76802433162422,19385.711119707314,6.913030148639199,332.6205249250904,448.5250849909617,14.14549164202132,76.18625545838663,3.1054773544889924,1
7.441901758086979,205.92892384733915,18854.283422770965,5.974354596832527,314.24338674321496,438.20956509996694,14.424300489172628,63.52412715579832,6.965700576022621,0
5.979990926101033,243.8061632525039,12915.259803079964,7.335648890061956,413.70452176730197,357.9871381196524,19.61011016949528,45.48338677357377,3.4998270990128617,0
6.776230148549889,170.7715009919512,19935.185663399978,7.234059976234094,418.31115472095075,434.3848958152634,11.32084660597236,76.82894194849338,1.9300361934096193,1
